"CustomerKey","GeographyKey","CustomerAlternateKey","Title","FirstName","MiddleName","LastName","NameStyle","BirthDate","MaritalStatus","Suffix","Gender","EmailAddress","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","SpanishEducation","FrenchEducation","EnglishOccupation","SpanishOccupation","FrenchOccupation","HouseOwnerFlag","NumberCarsOwned","AddressLine1","AddressLine2","Phone","DateFirstPurchase","CommuteDistance"
"24079","242","AW00024079","","Andre","D","Raman","False","1964-10-05","M","","M","andre12@adventure-works.com","10000","3","2","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","3039 Eagle Way","","1 (11) 500 555-0161","2007-11-22","0-1 Miles"
"24080","153","AW00024080","","Billy","P","Serrano","False","1964-04-20","M","","M","billy17@adventure-works.com","10000","3","2","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","Nollendorfplatz 1851","","1 (11) 500 555-0118","2008-01-29","0-1 Miles"
"24081","184","AW00024081","","Alexis","B","Hughes","False","1929-02-01","M","","F","alexis34@adventure-works.com","10000","4","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","2","4201, rue Lauriston","","1 (11) 500 555-0168","2008-03-10","0-1 Miles"
"24082","212","AW00024082","","Regina","A","Rodriguez","False","1964-12-13","M","","F","regina18@adventure-works.com","20000","2","2","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","2","56, avenue de l´Europe","","1 (11) 500 555-0119","2008-03-06","0-1 Miles"
"24083","211","AW00024083","","Max","J","Moreno","False","1964-01-13","M","","M","max7@adventure-works.com","20000","3","3","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","0","8401 Carson Street","#e","1 (11) 500 555-0111","2007-08-19","0-1 Miles"
"24084","208","AW00024084","","Jonathon","","Jimenez","False","1964-11-22","M","","M","jonathon2@adventure-works.com","20000","3","3","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","0","55, rue du Puits Dixme","","1 (11) 500 555-0113","2007-09-09","0-1 Miles"
"24085","238","AW00024085","","Autumn","W","Gao","False","1964-12-20","M","","F","autumn14@adventure-works.com","30000","1","1","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","2","8463 Monument Blvd.","","1 (11) 500 555-0119","2007-09-10","0-1 Miles"
"24086","147","AW00024086","","Dakota","T","Gonzales","False","1964-10-07","M","","M","dakota13@adventure-works.com","30000","2","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","0","Wasserstr 22","","1 (11) 500 555-0164","2008-03-28","0-1 Miles"
"24087","160","AW00024087","","Hannah","C","Wilson","False","1964-09-10","S","","F","hannah7@adventure-works.com","30000","2","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","0","Wallstr 254","","1 (11) 500 555-0145","2008-05-29","0-1 Miles"
"24088","177","AW00024088","","Damien","","He","False","1963-04-16","M","","M","damien14@adventure-works.com","20000","3","3","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","1","Hellweg 4244","","1 (11) 500 555-0141","2007-11-15","0-1 Miles"
"24089","215","AW00024089","","Dustin","","Yuan","False","1966-10-11","M","","M","dustin6@adventure-works.com","40000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","0","68011, rue Malar","","1 (11) 500 555-0192","2007-12-01","0-1 Miles"
"24090","215","AW00024090","","Cassandra","","Perez","False","1966-04-06","S","","F","cassandra22@adventure-works.com","40000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","0","0","29, rue Surcouf","","1 (11) 500 555-0137","2007-12-07","0-1 Miles"
"24091","170","AW00024091","","Dwayne","F","Munoz","False","1966-07-03","M","","M","dwayne6@adventure-works.com","40000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","0","Klara Straße 2465","","1 (11) 500 555-0177","2008-05-28","0-1 Miles"
"24092","162","AW00024092","","Jillian","","Gonzalez","False","1966-11-26","M","","F","jillian19@adventure-works.com","40000","0","0","Bachelors","Licenciatura","Bac + 4","Professional","Profesional","Cadre","1","0","Lützowplatz 4248","","1 (11) 500 555-0157","2008-05-04","0-1 Miles"
"24093","267","AW00024093","","Claudia","F","He","False","1966-03-15","S","","F","claudia16@adventure-works.com","80000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","0","0","867 La Orinda Place","","1 (11) 500 555-0189","2007-08-06","0-1 Miles"
"24094","235","AW00024094","","Julio","J","Diaz","False","1962-06-20","S","","M","julio2@adventure-works.com","30000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","1","3566 Matterhorn Ct","","1 (11) 500 555-0137","2007-08-02","2-5 Miles"
"24095","209","AW00024095","","Julie","J","Andersen","False","1962-03-19","S","","F","julie18@adventure-works.com","30000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","1, rue de Courtaboeuf","","1 (11) 500 555-0114","2007-12-27","2-5 Miles"
"24096","206","AW00024096","","Diana","","Vazquez","False","1934-09-22","M","","F","diana14@adventure-works.com","30000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","1","88, rue de l´Esplanade","","1 (11) 500 555-0116","2007-11-24","2-5 Miles"
"24097","140","AW00024097","","Francisco","","Fernandez","False","1934-05-02","M","","M","francisco17@adventure-works.com","30000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","1","Postfach 98 01 09","","1 (11) 500 555-0149","2008-07-03","2-5 Miles"
"24098","127","AW00024098","","Olivia","E","Howard","False","1965-07-19","S","","F","olivia37@adventure-works.com","30000","2","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","1","Zeiter Weg 9563","","1 (11) 500 555-0139","2008-04-16","0-1 Miles"
"24099","117","AW00024099","","Sarah","D","Smith","False","1965-09-18","M","","F","sarah2@adventure-works.com","30000","2","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","1","Lindenalle 1384","","1 (11) 500 555-0180","2008-04-02","0-1 Miles"
"24100","247","AW00024100","","Jenny","C","He","False","1965-03-27","M","","F","jenny20@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","3623 Barquentine Court","","1 (11) 500 555-0144","2008-01-05","0-1 Miles"
"24101","273","AW00024101","","Kaitlyn","H","Anderson","False","1965-04-02","M","","F","kaitlyn32@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","7419 Donaleen Ct.","","1 (11) 500 555-0171","2008-01-12","0-1 Miles"
"24102","149","AW00024102","","Andy","R","Torres","False","1964-04-15","M","","M","andy16@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","0","0","Hauptstr 2929","","1 (11) 500 555-0149","2007-07-29","0-1 Miles"
"24103","159","AW00024103","","Billy","M","Dominguez","False","1964-08-02","M","","M","billy14@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","Kampstr 9859","","1 (11) 500 555-0172","2007-08-21","0-1 Miles"
"24104","267","AW00024104","","Robyn","","Ortega","False","1964-07-04","M","","F","robyn18@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","7852 Ban Bridge Pl.","","1 (11) 500 555-0142","2008-02-28","0-1 Miles"
"24105","209","AW00024105","","Carolyn","","Sanchez","False","1963-04-24","M","","F","carolyn20@adventure-works.com","30000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","0","24, rue de Maubeuge","","1 (11) 500 555-0124","2007-09-17","0-1 Miles"
"24106","190","AW00024106","","Kelvin","","Shan","False","1963-12-01","S","","M","kelvin7@adventure-works.com","30000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","0","1402, rue Lauriston","","1 (11) 500 555-0117","2008-03-10","0-1 Miles"
"24107","117","AW00024107","","Jonathan","","Jenkins","False","1963-04-05","M","","M","jonathan6@adventure-works.com","30000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","1","Unter Linden 9","","1 (11) 500 555-0110","2008-05-05","0-1 Miles"
"24108","168","AW00024108","","Tonya","B","Lal","False","1977-02-16","S","","F","tonya8@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","Heiderweg 4982","","1 (11) 500 555-0124","2007-10-28","2-5 Miles"
"24109","203","AW00024109","","Eddie","A","Suarez","False","1977-06-18","S","","M","eddie19@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","844, rue Basse-du-Rocher","","1 (11) 500 555-0115","2007-10-15","2-5 Miles"
"24110","221","AW00024110","","Kaylee","S","Brooks","False","1979-02-11","S","","F","kaylee0@adventure-works.com","20000","4","4","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","2","402, rue de Bas Marin","","1 (11) 500 555-0175","2007-09-20","0-1 Miles"
"24111","221","AW00024111","","Cameron","","Long","False","1978-01-15","S","","M","cameron4@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","77, avenue du Président-Kennedy","","1 (11) 500 555-0161","2008-02-16","2-5 Miles"
"24112","271","AW00024112","","Mary","","Foster","False","1963-10-23","M","","F","mary41@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","8364 Encinal Place","","1 (11) 500 555-0169","2008-04-14","0-1 Miles"
"24113","209","AW00024113","","Stephanie","","Green","False","1962-06-08","S","","F","stephanie59@adventure-works.com","30000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","22, quai Paul Doumer","","1 (11) 500 555-0140","2007-09-16","2-5 Miles"
"24114","269","AW00024114","","Kristin","C","Yuan","False","1962-04-27","M","","F","kristin9@adventure-works.com","30000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","1247 Violet Ct","","1 (11) 500 555-0139","2008-02-01","0-1 Miles"
"24115","268","AW00024115","","Gary","R","Carlson","False","1962-03-10","M","","M","gary29@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","1","273 Oak Street","","1 (11) 500 555-0114","2008-04-10","0-1 Miles"
"24116","196","AW00024116","","Pedro","","Martinez","False","1962-11-27","M","","M","pedro17@adventure-works.com","40000","1","0","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","1","10, rue Lafayette","","1 (11) 500 555-0151","2007-12-15","0-1 Miles"
"24117","152","AW00024117","","Shannon","","Gill","False","1978-03-20","M","","M","shannon35@adventure-works.com","30000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","2","Wasserstr 35","","1 (11) 500 555-0188","2008-03-24","0-1 Miles"
"24118","217","AW00024118","","Donna","","Chande","False","1977-03-16","M","","F","donna13@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","34, rue Lauriston","","1 (11) 500 555-0167","2008-07-28","0-1 Miles"
"24119","206","AW00024119","","Emmanuel","A","Kapoor","False","1977-03-12","S","","M","emmanuel1@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","70, allée des Princes","","1 (11) 500 555-0118","2008-03-15","2-5 Miles"
"24120","133","AW00024120","","Kaitlyn","","Allen","False","1977-05-18","S","","F","kaitlyn22@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","Dunckerstr 48523","","1 (11) 500 555-0183","2007-09-26","2-5 Miles"
"24121","173","AW00024121","","Valerie","R","Liu","False","1977-03-12","S","","F","valerie5@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","Conesweg 270","","1 (11) 500 555-0171","2008-04-22","0-1 Miles"
"24122","210","AW00024122","","Michele","G","Blanco","False","1976-06-18","S","","F","michele49@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","24, rue Lauriston","","1 (11) 500 555-0177","2008-03-29","1-2 Miles"
"24123","221","AW00024123","","Heather","","Hu","False","1976-05-03","S","","F","heather19@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","77, quai de l´ Iton","","1 (11) 500 555-0193","2008-01-08","1-2 Miles"
"24124","222","AW00024124","","Erik","A","Vazquez","False","1976-05-04","S","","M","erik15@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","10, route de Marseille","","1 (11) 500 555-0118","2008-07-01","5-10 Miles"
"24125","204","AW00024125","","Tiffany","","Xu","False","1976-05-20","S","","F","tiffany12@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","8868, avenue de Villiers","","1 (11) 500 555-0126","2008-04-21","5-10 Miles"
"24126","213","AW00024126","","Pedro","","Mehta","False","1976-12-04","S","","M","pedro14@adventure-works.com","20000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","1","24, avenue du Port","","1 (11) 500 555-0116","2008-02-19","2-5 Miles"
"24127","175","AW00024127","","James","R","Washington","False","1976-04-20","S","","M","james29@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","Buergermeister-ulrich-str 6411","","1 (11) 500 555-0181","2008-04-17","0-1 Miles"
"24128","161","AW00024128","","Kimberly","P","Ramirez","False","1976-09-09","S","","F","kimberly10@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","Wertheimer Straße 266","","1 (11) 500 555-0188","2008-01-25","2-5 Miles"
"24129","131","AW00024129","","Jamie","A","Gutierrez","False","1974-04-07","S","","M","jamie33@adventure-works.com","10000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","Viktoria-Luise-Platz 422","","1 (11) 500 555-0114","2008-01-30","0-1 Miles"
"24130","151","AW00024130","","Tanya","C","Navarro","False","1974-01-03","M","","F","tanya6@adventure-works.com","10000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","Roßstr 7752","","1 (11) 500 555-0110","2007-12-11","0-1 Miles"
"24131","225","AW00024131","","Felicia","S","Rubio","False","1974-06-01","M","","F","felicia19@adventure-works.com","20000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","0","2","26, place de la Concorde","","1 (11) 500 555-0120","2008-07-28","0-1 Miles"
"24132","276","AW00024132","","Devon","L","Tang","False","1974-12-27","S","","M","devon3@adventure-works.com","20000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","0","2","730 Keller Ridge Dr","","1 (11) 500 555-0139","2008-04-17","0-1 Miles"
"24133","198","AW00024133","","Carla","","Patel","False","1974-07-02","S","","F","carla6@adventure-works.com","20000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","Attaché de Presse","","1 (11) 500 555-0136","2007-11-13","1-2 Miles"
"24134","196","AW00024134","","Edgar","","Kapoor","False","1974-05-12","S","","M","edgar1@adventure-works.com","20000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","0","2","515, rue Léo Delibes","","1 (11) 500 555-0184","2008-06-19","0-1 Miles"
"24135","217","AW00024135","","Martin","D","Martinez","False","1975-09-02","S","","M","martin22@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","34, place de Brazaville","","1 (11) 500 555-0180","2007-09-29","2-5 Miles"
"24136","188","AW00024136","","Alisha","E","Hu","False","1975-07-02","S","","F","alisha21@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","1","69, rue Royale","","1 (11) 500 555-0175","2007-10-04","2-5 Miles"
"24137","173","AW00024137","","Tara","","Sharma","False","1975-12-16","S","","F","tara9@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1","1","Kalkweg 900","","1 (11) 500 555-0156","2007-12-01","2-5 Miles"
"24138","269","AW00024138","","Kristy","","Gutierrez","False","1975-05-06","M","","F","kristy10@adventure-works.com","40000","1","1","Bachelors","Licenciatura","Bac + 4","Skilled Manual","Obrero especializado","Technicien","1","0","9473 Camino Solano","","1 (11) 500 555-0116","2008-04-24","0-1 Miles"
"24139","131","AW00024139","","Andrew","W","Williams","False","1973-05-27","M","","M","andrew11@adventure-works.com","10000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Manual","Obrero","Ouvrier","1","2","Carlsplatz 4229","","1 (11) 500 555-0197","2008-05-12","1-2 Miles"
"24140","203","AW00024140","","Alvin","","Lin","False","1976-01-23","S","","M","alvin8@adventure-works.com","10000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Manual","Obrero","Ouvrier","0","0","83, rue de Fontfroide","","1 (11) 500 555-0121","2007-10-30","0-1 Miles"
"24141","199","AW00024141","","Misty","E","Nath","False","1962-09-21","S","","F","misty20@adventure-works.com","10000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Manual","Obrero","Ouvrier","1","0","344, rue de Bas Marin","","1 (11) 500 555-0146","2007-08-13","0-1 Miles"
"24142","209","AW00024142","","Christian","C","Davis","False","1962-06-27","M","","M","christian36@adventure-works.com","10000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Manual","Obrero","Ouvrier","1","0","34, place de Fontenoy","","1 (11) 500 555-0114","2008-04-19","0-1 Miles"
"24143","127","AW00024143","","Stanley","A","Mehta","False","1962-08-09","M","","M","stanley15@adventure-works.com","10000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Manual","Obrero","Ouvrier","1","0","Am Karlshof 6883","","1 (11) 500 555-0111","2008-06-27","0-1 Miles"
"24144","254","AW00024144","","Gerald","","Sanchez","False","1962-10-07","M","","M","gerald6@adventure-works.com","20000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Clerical","Administrativo","Employé","1","0","1293 F Street","","1 (11) 500 555-0110","2008-04-16","0-1 Miles"
"24145","275","AW00024145","","Cheryl","J","Serrano","False","1962-01-20","S","","F","cheryl19@adventure-works.com","20000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Clerical","Administrativo","Employé","1","0","6614 College Blvd","","1 (11) 500 555-0126","2008-07-05","0-1 Miles"
"24146","183","AW00024146","","Craig","","Suarez","False","1961-07-06","S","","M","craig18@adventure-works.com","20000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Clerical","Administrativo","Employé","1","0","9, avenue de Norvege","","1 (11) 500 555-0155","2007-10-29","0-1 Miles"
"24147","176","AW00024147","","Kathleen","","Hernandez","False","1935-10-18","M","","F","kathleen5@adventure-works.com","20000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Clerical","Administrativo","Employé","0","0","Höhenstr 6466","","1 (11) 500 555-0116","2008-06-21","0-1 Miles"
"24148","142","AW00024148","","Brittney","K","Zhou","False","1956-04-20","S","","F","brittney7@adventure-works.com","10000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","0","Königsteiner Straße 550","","1 (11) 500 555-0182","2007-10-05","0-1 Miles"
"24149","223","AW00024149","","Richard","","Simmons","False","1956-09-08","M","","M","richard70@adventure-works.com","10000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","0","2, rue de l´Avenir","","1 (11) 500 555-0119","2008-03-17","1-2 Miles"
"24150","155","AW00024150","","Jack","","Campbell","False","1955-03-24","M","","M","jack42@adventure-works.com","10000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","0","Erlenweg 5194","","1 (11) 500 555-0113","2008-04-23","1-2 Miles"
"24151","277","AW00024151","","Jon","","Shan","False","1955-08-22","S","","M","jon6@adventure-works.com","20000","1","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","0","0","2050 B Avenue I","","1 (11) 500 555-0180","2008-03-02","0-1 Miles"
"24152","234","AW00024152","","Casey","A","Rubio","False","1938-05-25","S","","M","casey45@adventure-works.com","20000","1","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","0","0","8818 Gentrytown Dr.","","1 (11) 500 555-0125","2008-05-26","0-1 Miles"
"24153","209","AW00024153","","Seth","J","Jenkins","False","1941-11-28","S","","M","seth54@adventure-works.com","20000","1","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","1","0","1, rue Lamarck","","1 (11) 500 555-0131","2007-10-16","0-1 Miles"
"24154","279","AW00024154","","Orlando","","Ramos","False","1941-07-23","S","","M","orlando17@adventure-works.com","30000","1","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","0","0","6739 Walnut Ave","","1 (11) 500 555-0193","2007-10-02","0-1 Miles"
"24155","151","AW00024155","","Tracy","","Raje","False","1942-03-09","M","","F","tracy13@adventure-works.com","20000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","0","Pflugstr 2565","","1 (11) 500 555-0152","2008-04-25","0-1 Miles"
"24156","178","AW00024156","","Wesley","","Zhou","False","1942-06-10","M","","M","wesley9@adventure-works.com","20000","1","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","0","Karl Liebknecht str 422","","1 (11) 500 555-0175","2008-03-29","0-1 Miles"
"24157","226","AW00024157","","Marie","L","Subram","False","1943-10-04","M","","F","marie14@adventure-works.com","10000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","1","16, avenue de Malakoff","","1 (11) 500 555-0194","2007-11-25","0-1 Miles"
"24158","187","AW00024158","","Omar","","Deng","False","1943-08-15","S","","M","omar23@adventure-works.com","10000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","1","95, rue de Terre Neuve","","1 (11) 500 555-0138","2007-11-17","0-1 Miles"
"24159","20","AW00024159","","Christine","J","Luo","False","1980-01-06","M","","F","christine3@adventure-works.com","10000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","1","463 Creekside Drive","","1 (11) 500 555-0157","2007-03-29","0-1 Miles"
"24160","8","AW00024160","","Carl","P","Yuan","False","1980-11-03","S","","M","carl6@adventure-works.com","10000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","1","6631 Highland Dr.","","1 (11) 500 555-0194","2007-03-30","1-2 Miles"
"24161","4","AW00024161","","Luke","","Kumar","False","1980-02-04","M","","M","luke17@adventure-works.com","10000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","1","1","4882 Darlene Drive","","1 (11) 500 555-0117","2007-04-25","2-5 Miles"
"24162","7","AW00024162","","Grant","S","Raje","False","1980-07-17","M","","M","grant16@adventure-works.com","10000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","1","296 Peachwillow St.","","1 (11) 500 555-0174","2007-04-15","0-1 Miles"
"24163","33","AW00024163","","Micah","M","Guo","False","1980-02-28","S","","M","micah5@adventure-works.com","10000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier","0","1","86 Sierra Ridge","","1 (11) 500 555-0153","2007-04-06","0-1 Miles"
"24164","28","AW00024164","","Teresa","D","Gomez","False","1977-11-13","S","","F","teresa2@adventure-works.com","10000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","2","6258 Stinson","","1 (11) 500 555-0120","2007-04-19","0-1 Miles"
"24165","19","AW00024165","","Gilbert","","Gao","False","1977-04-23","S","","M","gilbert12@adventure-works.com","10000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","2","4519 Lydia Lane","","1 (11) 500 555-0179","2007-04-27","0-1 Miles"
"24166","13","AW00024166","","Renee","","Alonso","False","1977-05-23","S","","F","renee7@adventure-works.com","10000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","2","929 Birchbark Place","","1 (11) 500 555-0180","2007-04-17","0-1 Miles"
"24167","36","AW00024167","","Lacey","","Zhu","False","1977-10-06","S","","F","lacey26@adventure-works.com","10000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","2","887 Redwood Road","","1 (11) 500 555-0120","2007-04-07","0-1 Miles"
"24168","39","AW00024168","","Manuel","","Srini","False","1977-05-18","M","","M","manuel7@adventure-works.com","10000","0","0","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","2","3392 El Dorado","","1 (11) 500 555-0157","2007-04-29","0-1 Miles"
"24169","29","AW00024169","","Lydia","","Martinez","False","1976-07-09","S","","F","lydia16@adventure-works.com","10000","1","1","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","0","9585 Carob Way","","1 (11) 500 555-0129","2007-04-18","1-2 Miles"
"24170","29","AW00024170","","Jaime","","Hernandez","False","1976-10-24","S","","F","jaime4@adventure-works.com","10000","1","1","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","0","6325 Entrada Circle","","1 (11) 500 555-0126","2007-04-11","2-5 Miles"
"24171","29","AW00024171","","Jarrod","","Chandra","False","1979-05-15","S","","M","jarrod2@adventure-works.com","10000","1","1","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","0","0","9816 Ban Bridge Pl.","","1 (11) 500 555-0164","2007-04-12","1-2 Miles"
"24172","36","AW00024172","","Jessie","A","Hernandez","False","1979-09-27","M","","F","jessie1@adventure-works.com","10000","1","1","High School","Educación secundaria","Bac + 2","Manual","Obrero","Ouvrier","1","0","9824 San Rafael","","1 (11) 500 555-0173","2007-04-17","2-5 Miles"
"24173","26","AW00024173","","Lacey","","Wang","False","1979-01-23","S","","F","lacey13@adventure-works.com","20000","0","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","1","0","1080 Crestwood Circle","","1 (11) 500 555-0132","2007-04-08","0-1 Miles"
"24174","40","AW00024174","","Keith","A","Chander","False","1979-05-26","M","","M","keith19@adventure-works.com","20000","0","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","1","0","5465 Janin Pl.","","1 (11) 500 555-0146","2007-04-19","0-1 Miles"
"24175","26","AW00024175","","Lacey","","Luo","False","1978-03-08","S","","F","lacey40@adventure-works.com","20000","0","0","Bachelors","Licenciatura","Bac + 4","Clerical","Administrativo","Employé","0","0","163 St. John Lane","","1 (11) 500 555-0138","2007-04-17","0-1 Miles"
